label,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
E,0.5485566854476929,0.319339781999588,0.37050682306289673,0.5400335192680359,0.8363873958587646,0.7656212449073792,0.518282949924469,0.3799455165863037,0.4378836750984192,0.37732166051864624,0.4829893410205841,0.7569695115089417
E,0.2439355105161667,0.15811823308467865,0.1959800273180008,0.5144262909889221,0.9261508584022522,0.7861291170120239,0.3533824682235718,0.2513667643070221,0.24210022389888763,0.21299999952316284,0.21486103534698486,0.30616965889930725
E,0.28240498900413513,0.1286264806985855,0.14690855145454407,0.4682137966156006,0.9096091389656067,0.6981810927391052,0.2707545757293701,0.2061297595500946,0.24848560988903046,0.23378576338291168,0.2735201120376587,0.38236501812934875
E,0.2182411551475525,0.1379217505455017,0.19955593347549438,0.5107594132423401,0.9308983087539673,0.7785107493400574,0.2829777002334595,0.1954135149717331,0.25934505462646484,0.21787139773368835,0.2007739394903183,0.27837350964546204
E,0.16571761667728424,0.13883598148822784,0.20206917822360992,0.49784305691719055,0.9249657988548279,0.8206121325492859,0.3200697898864746,0.21542313694953918,0.2414683848619461,0.20406755805015564,0.15574800968170166,0.18516996502876282
E,0.27318987250328064,0.1310928910970688,0.15204472839832306,0.457398384809494,0.896124541759491,0.7294425964355469,0.27912575006484985,0.2160671204328537,0.2839919328689575,0.2586212456226349,0.2629426121711731,0.3452356159687042
E,0.20970450341701508,0.14031171798706055,0.20838142931461334,0.5044224262237549,0.9161967635154724,0.8055245876312256,0.35361573100090027,0.24962377548217773,0.2934550642967224,0.24442021548748016,0.19636331498622894,0.2706763744354248
E,0.37255746126174927,0.1993519514799118,0.27064162492752075,0.5492299795150757,0.9077485203742981,0.7592849135398865,0.3883354663848877,0.31502336263656616,0.4595591723918915,0.35755887627601624,0.36922985315322876,0.5049218535423279
E,0.22692625224590302,0.12546154856681824,0.17011962831020355,0.49255383014678955,0.9183301329612732,0.7425809502601624,0.2755487561225891,0.19306468963623047,0.23327943682670593,0.21470355987548828,0.22922810912132263,0.2956719398498535
E,0.24753616750240326,0.1548728495836258,0.20714259147644043,0.5532301068305969,0.9232914447784424,0.7185383439064026,0.283608078956604,0.2100110501050949,0.2398318499326706,0.2235710620880127,0.24899184703826904,0.28979286551475525
E,0.2923106849193573,0.20416946709156036,0.24132266640663147,0.3673648536205292,0.7070651054382324,0.8457924127578735,0.6357422471046448,0.43874630331993103,0.33710116147994995,0.32686328887939453,0.2546237111091614,0.2830483317375183
E,0.31068697571754456,0.22799432277679443,0.29187846183776855,0.5600851774215698,0.8687549233436584,0.7993102073669434,0.46181029081344604,0.3411273956298828,0.34841206669807434,0.29353296756744385,0.2832464873790741,0.35765916109085083
E,0.3961878716945648,0.2827746570110321,0.34636756777763367,0.6031166911125183,0.8506289124488831,0.8057562708854675,0.607870876789093,0.4694000780582428,0.43148258328437805,0.35071834921836853,0.3972555994987488,0.48189783096313477
E,0.45503079891204834,0.27629193663597107,0.3010495603084564,0.4804193377494812,0.8290614485740662,0.8544949293136597,0.5582805275917053,0.38978615403175354,0.4327593743801117,0.3864009380340576,0.35880959033966064,0.4862818419933319
E,0.32033100724220276,0.20655213296413422,0.2626175284385681,0.5747459530830383,0.9059968590736389,0.7732561230659485,0.37139466404914856,0.27231889963150024,0.2896883487701416,0.2616144120693207,0.30246126651763916,0.39027437567710876
E,0.3293619155883789,0.20965902507305145,0.2793647348880768,0.565363883972168,0.9010470509529114,0.7753382325172424,0.41170549392700195,0.29095467925071716,0.31666040420532227,0.2828042209148407,0.3186665177345276,0.43380945920944214
E,0.22287900745868683,0.09423524141311646,0.11717168986797333,0.45972633361816406,0.9156255125999451,0.7021668553352356,0.21425631642341614,0.1629662960767746,0.20718364417552948,0.20527315139770508,0.2310732752084732,0.30873730778694153
E,0.2521939277648926,0.1400434672832489,0.18701687455177307,0.5136163234710693,0.924326479434967,0.7585786581039429,0.30528074502944946,0.21233761310577393,0.24033844470977783,0.22773540019989014,0.24336543679237366,0.325467050075531
E,0.2407611459493637,0.15124297142028809,0.19975997507572174,0.536165177822113,0.8974893689155579,0.7384116649627686,0.31003352999687195,0.24221208691596985,0.2742902338504791,0.24085727334022522,0.23656979203224182,0.29305946826934814
E,0.19174546003341675,0.12617366015911102,0.17892569303512573,0.5568218231201172,0.9119886159896851,0.7176045775413513,0.25041475892066956,0.1863768994808197,0.21539582312107086,0.18684165179729462,0.19681333005428314,0.24026291072368622
E,0.3138607442378998,0.18077605962753296,0.23740018904209137,0.5450173020362854,0.9040406942367554,0.7267808318138123,0.3404681384563446,0.27336230874061584,0.3712371289730072,0.29556146264076233,0.30002304911613464,0.4082932770252228
E,0.5306309461593628,0.3067336678504944,0.3679165244102478,0.5298826098442078,0.7990373373031616,0.7592570781707764,0.547981858253479,0.44954386353492737,0.6261494755744934,0.4763772487640381,0.4991001784801483,0.6983063817024231
E,0.2523345947265625,0.15073946118354797,0.18468692898750305,0.5035269856452942,0.9007495641708374,0.6665955185890198,0.25773951411247253,0.20714302361011505,0.2549314498901367,0.230351984500885,0.25578412413597107,0.31524962186813354
E,0.37562745809555054,0.1893271505832672,0.21734827756881714,0.4995945394039154,0.8802258968353271,0.7064224481582642,0.34530964493751526,0.26885977387428284,0.32621267437934875,0.3015052378177643,0.3674564063549042,0.4977712631225586
E,0.4046882688999176,0.18566744029521942,0.20840296149253845,0.5082337856292725,0.9007958769798279,0.7185683250427246,0.3469175696372986,0.26137903332710266,0.32848867774009705,0.2963736355304718,0.39441874623298645,0.5606751441955566
E,0.2488066852092743,0.15709738433361053,0.21034088730812073,0.543219804763794,0.9207333326339722,0.7510499358177185,0.32292917370796204,0.236149400472641,0.2602352797985077,0.2249988168478012,0.2367985099554062,0.32138293981552124
E,0.19608816504478455,0.12205199152231216,0.17102400958538055,0.5374115705490112,0.9199095964431763,0.7005717158317566,0.242197185754776,0.17942307889461517,0.20962396264076233,0.20074665546417236,0.20746180415153503,0.2376035749912262
E,0.3497365713119507,0.15861012041568756,0.17200174927711487,0.514104425907135,0.9058687090873718,0.6869713664054871,0.24854280054569244,0.19968967139720917,0.2615858018398285,0.2566904127597809,0.344777911901474,0.47338053584098816
